tf,sym,side,score,score_trend,score_smc,score_osc,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl
1h,ETH/USDT,SHORT,10,9,2,0,1821.73,1850.82,1786.82,1763.55,1.597,44.5,False,RANGING,2023-04-25 13:00:00+00:00,2023-04-25 20:00:00+00:00,1850.82,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,3,2,2,1896.02,1908.64,1880.88,1870.78,0.665,65.3,True,TRENDING,2023-04-26 09:00:00+00:00,2023-04-26 11:00:00+00:00,1908.64,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,0,3,4,1907.0,1937.7,1870.16,1845.6,1.61,52.1,True,RANGING,2023-04-28 09:00:00+00:00,2023-04-30 11:00:00+00:00,1900.89,TIMEOUT,False,WIN,1.99
1h,ETH/USDT,SHORT,8,5,3,0,1836.3,1939.42,1712.56,1630.06,5.616,41.0,False,VOLATILE,2023-05-01 01:00:00+00:00,2023-05-03 03:00:00+00:00,1862.5,TIMEOUT,False,LOSS,-2.54
1h,ETH/USDT,SHORT,8,3,2,2,1868.51,1880.0,1854.72,1845.53,0.615,60.2,True,TRENDING,2023-05-03 09:00:00+00:00,2023-05-03 13:00:00+00:00,1845.53,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,8,7,2,0,1853.2,1933.2,1757.2,1693.2,4.317,37.5,False,RANGING,2023-05-08 01:00:00+00:00,2023-05-10 03:00:00+00:00,1843.84,TIMEOUT,False,WIN,1.17
1h,ETH/USDT,SHORT,8,9,0,0,1843.74,1861.83,1822.03,1807.56,0.981,48.3,False,RANGING,2023-05-10 05:00:00+00:00,2023-05-10 12:00:00+00:00,1861.83,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,8,2,2,1835.05,1887.56,1772.04,1730.03,2.862,41.9,False,RANGING,2023-05-11 01:00:00+00:00,2023-05-13 03:00:00+00:00,1805.7,TIMEOUT,True,WIN,8.79
1h,ETH/USDT,SHORT,10,9,2,0,1823.3,1832.52,1812.24,1804.87,0.506,38.5,False,RANGING,2023-05-15 01:00:00+00:00,2023-05-15 03:00:00+00:00,1832.52,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,10,7,3,0,1807.16,1837.37,1770.91,1746.74,1.672,36.3,True,RANGING,2023-05-17 09:00:00+00:00,2023-05-19 11:00:00+00:00,1807.48,TIMEOUT,False,LOSS,-0.11
1h,ETH/USDT,SHORT,8,6,3,0,1812.57,1829.28,1792.52,1779.15,0.922,47.7,False,RANGING,2023-05-21 13:00:00+00:00,2023-05-22 06:00:00+00:00,1812.57,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,13,7,3,2,1817.39,1823.94,1809.54,1804.3,0.36,55.3,True,RANGING,2023-05-22 09:00:00+00:00,2023-05-22 13:00:00+00:00,1817.39,SL_BE,True,WIN,5.99
1h,ETH/USDT,SHORT,12,7,3,2,1792.58,1857.41,1714.78,1662.92,3.617,26.8,False,TRENDING,2023-05-24 17:00:00+00:00,2023-05-26 19:00:00+00:00,1835.46,TIMEOUT,False,LOSS,-6.61
1h,ETH/USDT,SHORT,9,7,0,2,1867.42,1913.0,1812.72,1776.26,2.441,31.3,False,TRENDING,2023-06-05 13:00:00+00:00,2023-06-06 16:00:00+00:00,1867.42,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,11,5,2,4,1874.9,1887.58,1859.69,1849.54,0.676,69.2,False,TRENDING,2023-06-06 17:00:00+00:00,2023-06-06 19:00:00+00:00,1887.58,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,8,4,0,1849.59,1897.43,1792.18,1753.91,2.587,38.8,False,TRENDING,2023-06-07 17:00:00+00:00,2023-06-09 19:00:00+00:00,1831.24,TIMEOUT,False,WIN,3.84
1h,ETH/USDT,SHORT,10,9,2,0,1837.26,1855.34,1815.56,1801.1,0.984,44.6,False,RANGING,2023-06-09 21:00:00+00:00,2023-06-10 05:00:00+00:00,1801.1,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,8,2,0,1751.74,1855.34,1627.42,1544.54,5.914,17.9,False,VOLATILE,2023-06-10 05:00:00+00:00,2023-06-12 07:00:00+00:00,1736.5,TIMEOUT,False,WIN,1.47
1h,ETH/USDT,SHORT,12,9,3,0,1748.66,1778.31,1713.08,1689.36,1.696,47.9,True,RANGING,2023-06-12 09:00:00+00:00,2023-06-14 11:00:00+00:00,1745.78,TIMEOUT,False,WIN,0.97
1h,ETH/USDT,SHORT,13,11,3,0,1743.59,1750.15,1735.71,1730.46,0.376,43.5,False,RANGING,2023-06-14 17:00:00+00:00,2023-06-14 20:00:00+00:00,1730.46,TP2,True,WIN,16.01
1h,ETH/USDT,SHORT,9,8,2,0,1654.27,1750.0,1539.39,1462.81,5.787,11.2,False,VOLATILE,2023-06-14 21:00:00+00:00,2023-06-16 23:00:00+00:00,1717.7,TIMEOUT,False,LOSS,-6.63
1h,ETH/USDT,SHORT,8,0,5,2,1733.62,1742.7,1722.72,1715.46,0.524,52.9,True,RANGING,2023-06-18 09:00:00+00:00,2023-06-18 14:00:00+00:00,1742.7,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,0,2,6,1833.69,1847.13,1817.56,1806.81,0.733,65.0,False,TRENDING,2023-06-21 13:00:00+00:00,2023-06-21 15:00:00+00:00,1847.13,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,10,7,3,0,1861.04,1912.23,1799.61,1758.66,2.751,40.1,True,RANGING,2023-06-28 09:00:00+00:00,2023-06-30 11:00:00+00:00,1891.11,TIMEOUT,False,LOSS,-5.87
1h,ETH/USDT,LONG,9,0,2,6,1911.31,1893.37,1932.84,1947.19,0.939,38.2,False,TRENDING,2023-07-05 21:00:00+00:00,2023-07-06 09:00:00+00:00,1947.19,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,8,7,2,0,1886.81,1957.85,1801.56,1744.73,3.765,36.5,False,TRENDING,2023-07-06 17:00:00+00:00,2023-07-08 19:00:00+00:00,1846.61,TIMEOUT,False,WIN,5.66
1h,ETH/USDT,SHORT,11,8,4,0,1856.27,1873.22,1835.93,1822.37,0.913,36.2,False,TRENDING,2023-07-08 21:00:00+00:00,2023-07-09 01:00:00+00:00,1873.22,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,12,6,2,4,1867.59,1879.45,1853.36,1843.87,0.635,47.5,False,RANGING,2023-07-09 17:00:00+00:00,2023-07-10 03:00:00+00:00,1867.59,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,13,9,3,2,1854.15,1879.45,1823.79,1803.55,1.365,46.1,False,RANGING,2023-07-10 05:00:00+00:00,2023-07-10 18:00:00+00:00,1879.45,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,5,2,2,1878.15,1905.44,1845.4,1823.57,1.453,52.7,False,RANGING,2023-07-11 05:00:00+00:00,2023-07-13 07:00:00+00:00,1870.34,TIMEOUT,False,WIN,2.86
1h,ETH/USDT,SHORT,9,9,0,0,1882.8,1901.57,1860.28,1845.26,0.997,47.6,True,RANGING,2023-07-13 09:00:00+00:00,2023-07-13 15:00:00+00:00,1901.57,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,7,2,0,1895.99,1937.25,1846.48,1813.47,2.176,31.5,False,TRENDING,2023-07-17 17:00:00+00:00,2023-07-19 19:00:00+00:00,1909.95,TIMEOUT,False,LOSS,-3.38
1h,ETH/USDT,SHORT,11,6,3,2,1893.77,1923.42,1858.19,1834.47,1.566,44.1,False,RANGING,2023-07-19 21:00:00+00:00,2023-07-20 10:00:00+00:00,1923.42,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,12,10,3,0,1890.22,1928.82,1843.9,1813.02,2.042,35.4,False,RANGING,2023-07-20 17:00:00+00:00,2023-07-22 19:00:00+00:00,1887.21,TIMEOUT,False,WIN,0.78
1h,ETH/USDT,SHORT,9,9,1,0,1887.11,1897.25,1874.94,1866.83,0.537,45.2,False,RANGING,2023-07-22 21:00:00+00:00,2023-07-23 00:00:00+00:00,1866.83,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,8,2,0,1869.81,1895.8,1838.62,1817.83,1.39,21.4,False,RANGING,2023-07-23 01:00:00+00:00,2023-07-23 18:00:00+00:00,1895.8,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,10,9,2,0,1871.53,1905.25,1831.07,1804.09,1.802,42.7,False,RANGING,2023-07-24 05:00:00+00:00,2023-07-26 07:00:00+00:00,1853.46,TIMEOUT,False,WIN,5.36
1h,ETH/USDT,SHORT,9,8,1,0,1850.4,1868.58,1828.58,1814.04,0.982,47.2,True,RANGING,2023-07-26 09:00:00+00:00,2023-07-26 18:00:00+00:00,1868.58,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,3,3,2,1883.9,1891.63,1874.62,1868.43,0.411,61.2,True,TRENDING,2023-07-27 09:00:00+00:00,2023-07-27 15:00:00+00:00,1868.43,TP2,True,WIN,16.01
1h,ETH/USDT,SHORT,14,9,4,2,1859.19,1886.0,1827.02,1805.57,1.442,38.1,False,TRENDING,2023-07-27 21:00:00+00:00,2023-07-29 20:00:00+00:00,1886.0,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,8,2,0,1863.91,1885.0,1838.6,1821.73,1.131,41.9,False,RANGING,2023-07-31 05:00:00+00:00,2023-08-01 15:00:00+00:00,1821.73,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,9,1,0,1837.46,1864.55,1804.95,1783.28,1.474,41.6,False,TRENDING,2023-08-01 17:00:00+00:00,2023-08-01 23:00:00+00:00,1864.55,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,8,2,0,1831.4,1879.44,1773.75,1735.32,2.623,30.1,False,RANGING,2023-08-02 17:00:00+00:00,2023-08-04 19:00:00+00:00,1831.2,TIMEOUT,False,WIN,0.04
1h,ETH/USDT,SHORT,10,8,3,0,1829.44,1851.21,1803.32,1785.9,1.19,32.8,False,RANGING,2023-08-04 21:00:00+00:00,2023-08-06 23:00:00+00:00,1830.46,TIMEOUT,False,LOSS,-0.47
1h,ETH/USDT,SHORT,10,9,0,2,1841.1,1845.12,1836.27,1833.05,0.219,44.0,False,RANGING,2023-08-07 01:00:00+00:00,2023-08-07 03:00:00+00:00,1845.12,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,6,0,2,1835.82,1847.17,1822.2,1813.12,0.618,47.8,True,RANGING,2023-08-07 09:00:00+00:00,2023-08-07 16:00:00+00:00,1813.12,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,8,2,0,1815.0,1847.17,1776.4,1750.66,1.772,31.6,False,VOLATILE,2023-08-07 17:00:00+00:00,2023-08-08 13:00:00+00:00,1847.17,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,8,2,0,1845.91,1856.59,1833.09,1824.55,0.579,45.2,False,RANGING,2023-08-14 21:00:00+00:00,2023-08-16 05:00:00+00:00,1824.55,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,10,9,2,0,1823.7,1845.79,1797.19,1779.52,1.211,31.6,False,TRENDING,2023-08-16 05:00:00+00:00,2023-08-17 14:00:00+00:00,1779.52,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,8,2,0,1741.57,1823.21,1643.6,1578.29,4.688,12.3,False,VOLATILE,2023-08-17 17:00:00+00:00,2023-08-19 19:00:00+00:00,1677.6,TIMEOUT,True,WIN,9.92
1h,ETH/USDT,SHORT,11,9,3,0,1665.29,1697.97,1626.07,1599.93,1.962,46.6,False,RANGING,2023-08-20 05:00:00+00:00,2023-08-22 07:00:00+00:00,1666.67,TIMEOUT,False,LOSS,-0.42
1h,ETH/USDT,SHORT,14,9,3,2,1664.35,1683.74,1641.08,1625.57,1.165,45.3,True,RANGING,2023-08-22 09:00:00+00:00,2023-08-22 17:00:00+00:00,1625.57,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,11,8,4,0,1626.19,1677.06,1565.15,1524.45,3.128,27.4,False,TRENDING,2023-08-22 17:00:00+00:00,2023-08-23 16:00:00+00:00,1677.06,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,8,4,0,1649.14,1692.86,1596.68,1561.7,2.651,40.4,False,RANGING,2023-08-24 17:00:00+00:00,2023-08-26 19:00:00+00:00,1646.46,TIMEOUT,False,WIN,0.61
1h,ETH/USDT,SHORT,13,9,5,0,1649.2,1655.55,1641.58,1636.5,0.385,44.0,False,RANGING,2023-08-26 21:00:00+00:00,2023-08-27 14:00:00+00:00,1655.55,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,5,2,2,1649.02,1660.16,1635.65,1626.74,0.676,47.9,False,RANGING,2023-08-28 01:00:00+00:00,2023-08-28 12:00:00+00:00,1649.02,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,8,6,3,0,1649.64,1664.32,1632.02,1620.28,0.89,53.0,False,VOLATILE,2023-08-28 17:00:00+00:00,2023-08-29 14:00:00+00:00,1664.32,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,7,0,2,1648.79,1729.64,1551.77,1487.09,4.904,32.1,False,TRENDING,2023-09-01 05:00:00+00:00,2023-09-03 07:00:00+00:00,1635.9,TIMEOUT,False,WIN,1.59
1h,ETH/USDT,SHORT,8,7,1,0,1633.6,1645.21,1619.67,1610.38,0.711,42.6,True,RANGING,2023-09-03 09:00:00+00:00,2023-09-03 20:00:00+00:00,1645.21,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,9,3,0,1632.91,1648.45,1614.26,1601.83,0.952,40.9,False,RANGING,2023-09-04 13:00:00+00:00,2023-09-05 09:00:00+00:00,1632.91,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,12,9,3,0,1632.07,1638.14,1624.79,1619.94,0.372,46.0,True,RANGING,2023-09-05 09:00:00+00:00,2023-09-05 12:00:00+00:00,1638.14,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,4,3,2,1629.11,1648.11,1606.31,1591.11,1.166,48.2,False,RANGING,2023-09-06 05:00:00+00:00,2023-09-06 17:00:00+00:00,1648.11,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,9,3,0,1646.64,1652.2,1639.97,1635.53,0.337,37.4,False,VOLATILE,2023-09-06 17:00:00+00:00,2023-09-06 20:00:00+00:00,1635.53,TP2,True,WIN,15.99
1h,ETH/USDT,SHORT,10,9,0,2,1632.53,1672.19,1584.94,1553.21,2.429,47.9,False,VOLATILE,2023-09-06 21:00:00+00:00,2023-09-08 23:00:00+00:00,1636.52,TIMEOUT,False,LOSS,-1.01
1h,ETH/USDT,SHORT,9,8,0,2,1635.86,1653.93,1614.18,1599.72,1.105,49.4,False,RANGING,2023-09-09 01:00:00+00:00,2023-09-10 16:00:00+00:00,1599.72,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,8,2,0,1608.6,1637.07,1574.44,1551.66,1.77,25.1,False,VOLATILE,2023-09-10 17:00:00+00:00,2023-09-11 14:00:00+00:00,1551.66,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,8,2,0,1564.22,1628.26,1487.37,1436.14,4.094,21.9,False,VOLATILE,2023-09-11 17:00:00+00:00,2023-09-13 19:00:00+00:00,1599.4,TIMEOUT,False,LOSS,-5.49
1h,ETH/USDT,SHORT,10,8,3,0,1625.94,1649.53,1597.63,1578.76,1.451,43.1,False,RANGING,2023-09-20 21:00:00+00:00,2023-09-21 13:00:00+00:00,1578.76,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,8,7,2,0,1576.47,1640.47,1499.67,1448.47,4.06,25.2,False,TRENDING,2023-09-21 13:00:00+00:00,2023-09-23 15:00:00+00:00,1590.64,TIMEOUT,False,LOSS,-2.21
1h,ETH/USDT,SHORT,11,8,4,0,1591.31,1598.0,1583.28,1577.93,0.42,50.3,False,RANGING,2023-09-23 17:00:00+00:00,2023-09-24 17:00:00+00:00,1598.0,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,13,11,1,2,1598.18,1601.0,1594.8,1592.55,0.176,43.8,False,RANGING,2023-09-24 17:00:00+00:00,2023-09-24 20:00:00+00:00,1592.55,TP2,True,WIN,15.98
1h,ETH/USDT,SHORT,10,9,2,0,1589.98,1601.4,1576.28,1567.14,0.718,46.5,False,RANGING,2023-09-24 21:00:00+00:00,2023-09-25 00:00:00+00:00,1567.14,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,8,2,0,1575.34,1601.4,1544.07,1523.22,1.654,33.2,False,VOLATILE,2023-09-25 01:00:00+00:00,2023-09-27 03:00:00+00:00,1595.6,TIMEOUT,False,LOSS,-7.77
1h,ETH/USDT,LONG,8,0,5,2,1675.46,1655.57,1699.33,1715.24,1.187,61.0,True,TRENDING,2023-09-30 09:00:00+00:00,2023-10-01 23:00:00+00:00,1715.24,TP2,True,WIN,16.0
1h,ETH/USDT,LONG,10,0,2,6,1659.45,1632.8,1691.43,1712.75,1.606,39.3,True,TRENDING,2023-10-03 09:00:00+00:00,2023-10-04 00:00:00+00:00,1632.8,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,14,7,5,2,1639.16,1670.3,1601.79,1576.88,1.9,32.9,False,TRENDING,2023-10-04 01:00:00+00:00,2023-10-06 03:00:00+00:00,1624.54,TIMEOUT,False,WIN,4.69
1h,ETH/USDT,SHORT,8,9,0,0,1620.91,1649.7,1586.36,1563.33,1.776,45.1,False,TRENDING,2023-10-06 05:00:00+00:00,2023-10-06 15:00:00+00:00,1649.7,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,7,5,0,1633.84,1648.11,1616.72,1605.3,0.873,43.0,False,RANGING,2023-10-07 21:00:00+00:00,2023-10-08 13:00:00+00:00,1633.84,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,9,8,2,0,1629.92,1641.61,1615.89,1606.54,0.717,34.2,False,RANGING,2023-10-08 13:00:00+00:00,2023-10-09 09:00:00+00:00,1606.54,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,10,8,2,0,1592.37,1638.8,1536.65,1499.51,2.916,31.3,True,TRENDING,2023-10-09 09:00:00+00:00,2023-10-11 11:00:00+00:00,1572.77,TIMEOUT,False,WIN,4.22
1h,ETH/USDT,SHORT,9,9,1,0,1573.7,1583.04,1562.5,1555.03,0.593,52.2,False,TRENDING,2023-10-11 13:00:00+00:00,2023-10-11 16:00:00+00:00,1555.03,TP2,True,WIN,15.99
1h,ETH/USDT,SHORT,10,9,2,0,1565.96,1578.56,1550.84,1540.76,0.805,47.8,False,TRENDING,2023-10-11 21:00:00+00:00,2023-10-12 10:00:00+00:00,1540.76,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,9,8,2,0,1547.07,1569.45,1520.21,1502.31,1.447,40.4,False,TRENDING,2023-10-12 13:00:00+00:00,2023-10-13 01:00:00+00:00,1547.07,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,11,9,3,0,1543.01,1566.83,1514.43,1495.37,1.544,47.6,False,TRENDING,2023-10-13 01:00:00+00:00,2023-10-13 21:00:00+00:00,1566.83,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,3,5,0,1553.68,1562.47,1543.13,1536.1,0.566,54.1,False,RANGING,2023-10-15 05:00:00+00:00,2023-10-15 18:00:00+00:00,1562.47,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,3,3,2,1559.99,1566.88,1551.72,1546.21,0.442,64.2,False,TRENDING,2023-10-15 21:00:00+00:00,2023-10-16 02:00:00+00:00,1566.88,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,7,2,0,1552.25,1585.88,1511.89,1484.99,2.167,35.0,False,TRENDING,2023-10-19 05:00:00+00:00,2023-10-20 02:00:00+00:00,1585.88,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,7,2,0,1981.66,2064.65,1882.07,1815.68,4.188,31.2,False,TRENDING,2023-11-14 21:00:00+00:00,2023-11-16 00:00:00+00:00,2064.65,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,10,2,0,1996.35,2091.0,1882.77,1807.05,4.741,41.0,False,RANGING,2023-11-16 17:00:00+00:00,2023-11-18 19:00:00+00:00,1963.9,TIMEOUT,False,WIN,3.43
1h,ETH/USDT,SHORT,9,6,1,2,1950.79,1971.05,1926.48,1910.27,1.039,48.7,False,RANGING,2023-11-19 01:00:00+00:00,2023-11-19 16:00:00+00:00,1971.05,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,3,3,2,1973.41,1983.67,1961.1,1952.89,0.52,60.8,False,RANGING,2023-11-19 17:00:00+00:00,2023-11-19 19:00:00+00:00,1983.67,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,8,2,0,1985.07,2034.93,1925.24,1885.35,2.512,45.4,False,TRENDING,2023-11-21 21:00:00+00:00,2023-11-22 13:00:00+00:00,2034.93,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,5,2,0,2045.44,2090.5,1991.37,1955.32,2.203,38.2,True,TRENDING,2023-11-27 09:00:00+00:00,2023-11-28 16:00:00+00:00,2045.44,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,11,10,2,0,2032.97,2076.54,1980.69,1945.83,2.143,38.0,False,RANGING,2023-11-29 17:00:00+00:00,2023-12-01 01:00:00+00:00,2076.54,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,0,4,4,2183.4,2194.63,2169.92,2160.94,0.514,60.5,False,TRENDING,2023-12-03 21:00:00+00:00,2023-12-03 23:00:00+00:00,2194.63,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,7,2,0,2248.0,2377.49,2092.61,1989.02,5.76,31.1,True,TRENDING,2023-12-11 09:00:00+00:00,2023-12-13 11:00:00+00:00,2171.65,TIMEOUT,False,WIN,5.9
1h,ETH/USDT,SHORT,9,9,1,0,2190.98,2209.49,2168.77,2153.97,0.845,47.7,False,TRENDING,2023-12-13 13:00:00+00:00,2023-12-13 15:00:00+00:00,2209.49,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,10,3,2,4,2285.2,2301.66,2265.45,2252.29,0.72,66.4,True,TRENDING,2023-12-14 09:00:00+00:00,2023-12-14 11:00:00+00:00,2301.66,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,9,3,0,2246.51,2317.71,2161.07,2104.11,3.169,45.4,False,RANGING,2023-12-15 21:00:00+00:00,2023-12-17 23:00:00+00:00,2196.59,TIMEOUT,False,WIN,7.01
1h,ETH/USDT,SHORT,9,8,0,2,2170.22,2248.93,2075.77,2012.8,3.627,35.2,False,TRENDING,2023-12-18 01:00:00+00:00,2023-12-19 02:00:00+00:00,2248.93,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,11,8,2,2,2186.04,2254.89,2103.42,2048.34,3.15,40.1,False,TRENDING,2023-12-19 21:00:00+00:00,2023-12-20 14:00:00+00:00,2254.89,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,6,3,0,2180.46,2266.0,2077.81,2009.38,3.923,41.1,False,RANGING,2023-12-20 21:00:00+00:00,2023-12-21 12:00:00+00:00,2266.0,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,7,2,0,2221.39,2304.94,2121.13,2054.29,3.761,34.9,True,TRENDING,2023-12-26 09:00:00+00:00,2023-12-27 14:00:00+00:00,2304.94,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,8,2,0,2289.73,2322.69,2250.18,2223.81,1.439,48.8,False,RANGING,2023-12-31 01:00:00+00:00,2024-01-01 18:00:00+00:00,2322.69,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,7,2,0,2223.22,2385.0,2029.08,1899.66,7.277,31.0,False,VOLATILE,2024-01-03 17:00:00+00:00,2024-01-05 19:00:00+00:00,2234.19,TIMEOUT,False,LOSS,-0.68
1h,ETH/USDT,SHORT,8,8,1,0,2246.22,2274.8,2211.92,2189.06,1.272,52.2,False,TRENDING,2024-01-05 21:00:00+00:00,2024-01-05 23:00:00+00:00,2274.8,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,12,9,3,0,2234.43,2277.6,2182.63,2148.09,1.932,46.8,True,RANGING,2024-01-06 09:00:00+00:00,2024-01-08 08:00:00+00:00,2234.43,SL_BE,True,WIN,6.0
1h,ETH/USDT,SHORT,12,9,3,0,2210.97,2257.64,2154.97,2117.63,2.111,49.9,True,TRENDING,2024-01-08 09:00:00+00:00,2024-01-08 12:00:00+00:00,2257.64,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,14,8,2,4,2481.09,2549.09,2399.49,2345.09,2.741,32.6,False,TRENDING,2024-01-18 17:00:00+00:00,2024-01-20 19:00:00+00:00,2461.46,TIMEOUT,False,WIN,2.89
1h,ETH/USDT,SHORT,11,9,3,0,2465.61,2491.8,2434.18,2413.23,1.062,46.7,False,TRENDING,2024-01-20 21:00:00+00:00,2024-01-22 05:00:00+00:00,2413.23,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,11,8,2,2,2427.04,2482.57,2360.4,2315.98,2.288,24.2,False,TRENDING,2024-01-22 05:00:00+00:00,2024-01-22 19:00:00+00:00,2315.98,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,8,8,1,0,2327.39,2465.88,2161.2,2050.41,5.95,30.6,False,VOLATILE,2024-01-22 21:00:00+00:00,2024-01-24 23:00:00+00:00,2235.0,TIMEOUT,False,WIN,6.67
1h,ETH/USDT,SHORT,11,9,3,0,2213.49,2264.4,2152.4,2111.67,2.3,50.7,False,RANGING,2024-01-25 01:00:00+00:00,2024-01-26 12:00:00+00:00,2264.4,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,3,2,4,2240.99,2265.61,2211.45,2191.75,1.099,60.5,False,RANGING,2024-01-26 13:00:00+00:00,2024-01-26 16:00:00+00:00,2265.61,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,9,3,2,4,2263.72,2283.28,2240.25,2224.6,0.864,61.7,False,RANGING,2024-01-27 05:00:00+00:00,2024-01-28 01:00:00+00:00,2283.28,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,5,3,0,2269.41,2308.6,2222.38,2191.03,1.727,48.7,False,RANGING,2024-01-28 17:00:00+00:00,2024-01-29 17:00:00+00:00,2308.6,SL,False,LOSS,-10.0
1h,ETH/USDT,LONG,8,0,3,4,2303.38,2286.28,2323.9,2337.58,0.742,39.6,True,TRENDING,2024-02-04 09:00:00+00:00,2024-02-04 19:00:00+00:00,2286.28,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,7,2,0,2282.88,2311.6,2248.42,2225.44,1.258,40.1,False,TRENDING,2024-02-05 01:00:00+00:00,2024-02-05 07:00:00+00:00,2311.6,SL,False,LOSS,-10.0
1h,ETH/USDT,SHORT,8,7,2,0,3874.92,4021.63,3698.87,3581.5,3.786,38.9,False,TRENDING,2024-03-14 17:00:00+00:00,2024-03-15 09:00:00+00:00,3581.5,TP2,True,WIN,16.0
1h,ETH/USDT,SHORT,12,8,2,2,3683.0,3967.99,3341.01,3113.02,7.738,31.9,True,VOLATILE,2024-03-15 09:00:00+00:00,2024-03-17 11:00:00+00:00,3578.75,TIMEOUT,False,WIN,3.66
1h,ETH/USDT,SHORT,12,8,3,2,3574.35,3680.0,3447.57,3363.05,2.956,43.9,False,TRENDING,2024-03-17 13:00:00+00:00,2024-03-19 03:00:00+00:00,3363.05,TP2,True,WIN,16.0
