sym,tf,side,score,score_trend,score_smc,score_osc,score_liq,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl,pnl_pct,notional,balance_at_entry
LINK/USDT,30m,LONG,13,6,0,0,8,23.83,23.01,24.82,25.48,3.458,54.8,False,RANGING,2025-01-06 11:30:00+00:00,2025-01-07 12:00:00+00:00,23.01,SL,False,LOSS,-10.49,-3.44,304.76,1523.82
DOGE/USDT,1h,LONG,12,0,3,1,8,0.385,0.376,0.3958,0.403,2.332,55.7,False,RANGING,2025-01-06 12:00:00+00:00,2025-01-06 17:00:00+00:00,0.385,SL_BE,True,WIN,4.94,1.4,352.44,1762.19
LINK/USDT,4h,LONG,18,10,0,2,8,24.38,21.64,27.66,29.85,11.222,60.5,True,TRENDING,2025-01-06 12:00:00+00:00,2025-01-07 16:00:00+00:00,21.64,SL,False,LOSS,-23.99,-11.24,213.44,1067.22
SOL/USDT,4h,SHORT,11,0,2,4,5,221.63,225.2,217.35,214.49,1.611,62.9,True,TRENDING,2025-01-06 12:00:00+00:00,2025-01-07 08:00:00+00:00,214.49,TP2,True,WIN,8.24,2.58,319.98,1599.9
LINK/USDT,1h,SHORT,13,0,3,2,8,23.88,24.19,23.5,23.24,1.319,57.5,False,RANGING,2025-01-06 12:00:00+00:00,2025-01-06 14:00:00+00:00,24.19,SL,False,LOSS,-3.87,-1.3,297.8,1488.99
AVAX/USDT,15m,SHORT,10,0,0,2,8,44.17,44.58,43.68,43.36,0.926,63.7,False,TRENDING,2025-01-06 12:45:00+00:00,2025-01-06 14:45:00+00:00,44.17,SL_BE,True,WIN,1.53,0.55,275.2,1375.99
BNB/USDT,2h,SHORT,12,0,0,4,8,725.8,730.3,720.4,716.79,0.62,60.9,False,RANGING,2025-01-06 14:00:00+00:00,2025-01-06 18:00:00+00:00,730.3,SL,False,LOSS,-1.36,-0.62,218.94,1094.7
AVAX/USDT,30m,LONG,14,0,2,4,8,44.75,43.17,46.64,47.9,3.526,67.4,True,TRENDING,2025-01-06 15:30:00+00:00,2025-01-07 11:30:00+00:00,43.17,SL,False,LOSS,-12.66,-3.53,358.43,1792.17
BNB/USDT,1h,LONG,13,0,3,2,8,732.5,704.2,766.46,789.1,3.863,74.9,True,TRENDING,2025-01-06 16:00:00+00:00,2025-01-07 15:00:00+00:00,704.2,SL,False,LOSS,-8.59,-3.86,222.3,1111.5
LINK/USDT,1h,LONG,13,8,0,2,5,24.39,23.01,26.06,27.17,5.686,67.8,True,RANGING,2025-01-06 16:00:00+00:00,2025-01-07 12:00:00+00:00,23.01,SL,False,LOSS,-16.81,-5.66,297.02,1485.12
BNB/USDT,2h,LONG,12,0,2,2,8,732.4,702.3,768.52,792.6,4.11,73.2,False,RANGING,2025-01-06 18:00:00+00:00,2025-01-07 14:00:00+00:00,702.3,SL,False,LOSS,-8.99,-4.11,218.67,1093.34
BTC/USDT,30m,LONG,16,9,2,2,5,101899.9,98700.0,105739.78,108299.7,3.14,66.8,False,TRENDING,2025-01-06 19:00:00+00:00,2025-01-07 15:00:00+00:00,98700.0,SL,False,LOSS,-7.43,-3.14,236.62,1183.12
ADA/USDT,30m,LONG,14,8,2,1,5,1.1074,1.0617,1.1622,1.1988,4.127,59.7,False,RANGING,2025-01-06 19:30:00+00:00,2025-01-07 15:00:00+00:00,1.0617,SL,False,LOSS,-12.27,-4.13,297.42,1487.09
SOL/USDT,1h,LONG,11,0,2,4,5,218.56,211.55,226.97,232.58,3.207,63.3,False,TRENDING,2025-01-06 20:00:00+00:00,2025-01-07 14:00:00+00:00,211.55,SL,False,LOSS,-12.59,-3.21,392.43,1962.15
DOGE/USDT,1h,LONG,13,0,3,2,8,0.3886,0.376,0.4037,0.4138,3.235,57.0,False,RANGING,2025-01-06 20:00:00+00:00,2025-01-07 14:00:00+00:00,0.376,SL,False,LOSS,-11.46,-3.24,353.43,1767.13
BTC/USDT,15m,LONG,20,10,3,4,5,102110.2,100480.0,104066.44,105370.6,1.597,64.2,False,TRENDING,2025-01-06 20:15:00+00:00,2025-01-07 14:30:00+00:00,100480.0,SL,False,LOSS,-4.14,-1.6,259.17,1295.87
AVAX/USDT,15m,LONG,13,0,3,2,8,44.19,43.62,44.87,45.32,1.288,47.0,False,RANGING,2025-01-06 20:45:00+00:00,2025-01-07 03:00:00+00:00,43.62,SL,False,LOSS,-3.55,-1.29,275.5,1377.52
SOL/USDT,2h,LONG,12,0,2,2,8,218.26,211.55,226.31,231.68,3.074,55.8,False,RANGING,2025-01-06 22:00:00+00:00,2025-01-07 14:00:00+00:00,211.55,SL,False,LOSS,-9.1,-3.07,295.96,1479.82
AVAX/USDT,2h,LONG,10,0,3,2,5,44.06,41.23,47.46,49.73,6.425,59.9,False,TRENDING,2025-01-06 22:00:00+00:00,2025-01-07 14:00:00+00:00,41.23,SL,False,LOSS,-20.2,-6.42,314.51,1572.56
BTC/USDT,2h,LONG,16,9,2,2,5,102223.3,97262.2,108176.62,112145.5,4.853,72.8,False,TRENDING,2025-01-06 22:00:00+00:00,2025-01-07 14:00:00+00:00,97262.2,SL,False,LOSS,-12.0,-4.85,247.18,1235.89
DOGE/USDT,2h,LONG,12,0,2,2,8,0.3878,0.3751,0.4032,0.4134,3.295,55.2,False,RANGING,2025-01-06 22:00:00+00:00,2025-01-07 14:00:00+00:00,0.3751,SL,False,LOSS,-9.18,-3.27,280.46,1402.32
BNB/USDT,30m,SHORT,11,0,1,2,8,734.8,745.4,722.08,713.6,1.443,67.1,False,TRENDING,2025-01-06 23:00:00+00:00,2025-01-07 14:30:00+00:00,713.6,TP2,True,WIN,5.22,2.31,226.15,1130.75
ADA/USDT,1d,LONG,12,0,2,2,8,0.9891,0.7617,1.262,1.4439,22.991,62.0,False,RANGING,2025-01-07 00:00:00+00:00,2025-01-11 00:00:00+00:00,0.9956,TIMEOUT,False,WIN,1.06,0.66,161.3,806.51
BTC/USDT,1h,SHORT,10,0,0,2,8,102039.6,102709.05,101236.26,100700.7,0.656,72.2,False,TRENDING,2025-01-07 00:00:00+00:00,2025-01-07 12:00:00+00:00,100700.7,TP2,True,WIN,2.57,1.05,244.81,1224.03
ETH/USDT,1d,LONG,12,0,2,2,8,3380.78,3101.0,3716.52,3940.34,8.276,58.4,False,RANGING,2025-01-07 00:00:00+00:00,2025-01-11 00:00:00+00:00,3283.46,TIMEOUT,False,LOSS,-5.72,-2.88,198.54,992.68
XRP/USDT,15m,SHORT,12,0,2,2,8,2.4115,2.4344,2.384,2.3657,0.95,50.0,False,RANGING,2025-01-07 00:30:00+00:00,2025-01-07 06:00:00+00:00,2.4344,SL,False,LOSS,-2.27,-0.95,238.92,1194.58
ETH/USDT,2h,SHORT,13,0,3,2,8,3682.83,3746.33,3606.63,3555.83,1.724,60.8,False,TRENDING,2025-01-07 02:00:00+00:00,2025-01-07 16:00:00+00:00,3555.83,TP2,True,WIN,6.33,2.76,229.62,1148.1
LINK/USDT,2h,SHORT,12,0,3,1,8,23.52,24.79,21.99,20.98,5.404,54.8,False,RANGING,2025-01-07 02:00:00+00:00,2025-01-08 02:00:00+00:00,20.98,TP2,True,WIN,29.08,8.65,336.14,1680.69
SOL/USDT,30m,LONG,12,0,2,2,8,217.06,215.82,218.55,219.54,0.572,40.9,False,RANGING,2025-01-07 03:00:00+00:00,2025-01-07 05:00:00+00:00,215.82,SL,False,LOSS,-1.51,-0.57,264.24,1321.18
ETH/USDT,4h,SHORT,10,0,0,2,8,3668.0,3746.33,3574.0,3511.34,2.135,65.8,False,TRENDING,2025-01-07 04:00:00+00:00,2025-01-07 16:00:00+00:00,3511.34,TP2,True,WIN,7.02,3.42,205.37,1026.87
BTC/USDT,4h,SHORT,12,0,0,4,8,101687.8,102817.8,100331.8,99427.8,1.111,71.6,False,TRENDING,2025-01-07 04:00:00+00:00,2025-01-07 16:00:00+00:00,99427.8,TP2,True,WIN,3.83,1.78,215.52,1077.58
DOGE/USDT,4h,SHORT,13,0,3,2,8,0.3917,0.4016,0.3798,0.3719,2.528,65.7,False,TRENDING,2025-01-07 04:00:00+00:00,2025-01-07 16:00:00+00:00,0.3719,TP2,True,WIN,12.51,4.05,309.19,1545.96
SOL/USDT,4h,SHORT,10,0,0,2,8,214.08,223.2,203.14,195.84,4.26,55.9,False,TRENDING,2025-01-07 08:00:00+00:00,2025-01-08 04:00:00+00:00,195.84,TP2,True,WIN,21.92,6.82,321.63,1608.14
AVAX/USDT,1h,LONG,12,0,2,2,8,43.94,43.4,44.59,45.03,1.233,50.0,True,RANGING,2025-01-07 08:00:00+00:00,2025-01-07 11:00:00+00:00,43.4,SL,False,LOSS,-4.9,-1.23,398.61,1993.05
ADA/USDT,2h,SHORT,11,0,0,3,8,1.1343,1.1552,1.1092,1.0925,1.845,71.0,True,TRENDING,2025-01-07 10:00:00+00:00,2025-01-07 16:00:00+00:00,1.0925,TP2,True,WIN,12.49,2.95,423.57,2117.84
XRP/USDT,2h,SHORT,12,0,1,3,8,2.4219,2.4591,2.3773,2.3475,1.536,61.0,True,RANGING,2025-01-07 10:00:00+00:00,2025-01-07 16:00:00+00:00,2.3475,TP2,True,WIN,6.52,2.46,265.22,1326.08
SOL/USDT,30m,LONG,13,0,3,2,8,215.44,214.31,216.8,217.7,0.525,35.3,False,RANGING,2025-01-07 11:00:00+00:00,2025-01-07 12:00:00+00:00,214.31,SL,False,LOSS,-1.38,-0.52,263.93,1319.67
AVAX/USDT,30m,SHORT,12,0,2,2,8,43.14,44.18,41.9,41.07,2.399,42.0,False,RANGING,2025-01-07 11:30:00+00:00,2025-01-07 15:30:00+00:00,41.07,TP2,True,WIN,13.65,3.84,355.9,1779.51
BNB/USDT,4h,LONG,12,0,2,2,8,707.9,699.57,717.89,724.56,1.177,61.4,True,RANGING,2025-01-07 12:00:00+00:00,2025-01-07 20:00:00+00:00,699.57,SL,False,LOSS,-2.73,-1.18,232.1,1160.48
LINK/USDT,1h,LONG,14,0,3,3,8,23.13,22.84,23.47,23.7,1.229,38.9,False,RANGING,2025-01-07 12:00:00+00:00,2025-01-07 14:00:00+00:00,22.84,SL,False,LOSS,-3.68,-1.25,293.66,1468.31
AVAX/USDT,1h,LONG,12,0,1,3,8,42.97,42.46,43.58,43.99,1.185,39.5,False,RANGING,2025-01-07 12:00:00+00:00,2025-01-07 14:00:00+00:00,42.46,SL,False,LOSS,-4.72,-1.19,397.63,1988.15
AVAX/USDT,4h,LONG,11,0,2,1,8,40.88,39.85,42.11,42.94,2.515,56.9,True,TRENDING,2025-01-07 12:00:00+00:00,2025-01-07 20:00:00+00:00,39.85,SL,False,LOSS,-5.53,-2.52,219.35,1096.76
BTC/USDT,1h,LONG,11,0,0,3,8,100770.1,100241.35,101404.6,101827.61,0.525,45.9,False,TRENDING,2025-01-07 12:00:00+00:00,2025-01-07 14:00:00+00:00,100241.35,SL,False,LOSS,-1.29,-0.52,245.32,1226.6
XRP/USDT,4h,LONG,11,0,2,1,8,2.313,2.2634,2.3725,2.4121,2.143,56.0,True,TRENDING,2025-01-07 12:00:00+00:00,2025-01-07 20:00:00+00:00,2.2634,SL,False,LOSS,-4.01,-2.14,187.02,935.09
SOL/USDT,15m,SHORT,18,9,2,4,5,212.81,216.83,207.99,204.77,1.889,30.2,False,TRENDING,2025-01-07 12:15:00+00:00,2025-01-07 18:30:00+00:00,204.77,TP2,True,WIN,11.02,3.02,364.68,1823.41
LINK/USDT,15m,SHORT,15,8,2,2,5,23.14,23.66,22.51,22.09,2.265,26.2,False,TRENDING,2025-01-07 12:30:00+00:00,2025-01-07 15:15:00+00:00,22.09,TP2,True,WIN,9.65,3.63,265.84,1329.21
ADA/USDT,15m,LONG,10,0,0,2,8,1.1308,1.0944,1.1745,1.2036,3.219,53.2,False,TRENDING,2025-01-07 12:30:00+00:00,2025-01-07 15:00:00+00:00,1.0944,SL,False,LOSS,-9.5,-3.22,294.98,1474.92
XRP/USDT,15m,LONG,12,0,0,4,8,2.4185,2.4056,2.434,2.4443,0.533,39.1,False,TRENDING,2025-01-07 12:30:00+00:00,2025-01-07 14:30:00+00:00,2.4185,SL_BE,True,WIN,0.76,0.32,238.46,1192.31
BTC/USDT,2h,SHORT,11,0,2,1,8,97932.1,102817.8,92069.26,88160.7,4.989,54.1,False,TRENDING,2025-01-07 14:00:00+00:00,2025-01-09 18:00:00+00:00,91907.8,TIMEOUT,True,WIN,14.86,6.07,244.78,1223.89
BNB/USDT,2h,LONG,11,0,1,2,8,707.9,701.82,715.2,720.06,0.859,53.5,False,TRENDING,2025-01-07 14:00:00+00:00,2025-01-07 18:00:00+00:00,701.82,SL,False,LOSS,-1.86,-0.86,216.87,1084.35
DOGE/USDT,2h,LONG,13,0,3,2,8,0.3639,0.3572,0.372,0.3773,1.841,50.2,False,RANGING,2025-01-07 14:00:00+00:00,2025-01-07 18:00:00+00:00,0.3572,SL,False,LOSS,-5.13,-1.84,278.63,1393.14
AVAX/USDT,30m,LONG,10,0,0,2,8,40.88,40.41,41.44,41.81,1.143,19.8,True,TRENDING,2025-01-07 15:30:00+00:00,2025-01-07 17:30:00+00:00,40.41,SL,False,LOSS,-4.12,-1.15,358.63,1793.16
XRP/USDT,1h,SHORT,12,0,2,2,8,2.3107,2.4692,2.1205,1.9937,6.859,29.8,True,RANGING,2025-01-07 16:00:00+00:00,2025-01-09 18:00:00+00:00,2.31,TIMEOUT,False,WIN,0.08,0.03,274.15,1370.73
LINK/USDT,4h,SHORT,12,0,2,2,8,21.47,24.79,17.48,14.83,15.469,38.1,False,TRENDING,2025-01-07 16:00:00+00:00,2025-01-10 00:00:00+00:00,19.951,TIMEOUT,False,WIN,14.76,7.07,208.65,1043.23
SOL/USDT,1h,LONG,12,0,0,4,8,207.59,205.36,210.27,212.05,1.074,22.2,True,TRENDING,2025-01-07 16:00:00+00:00,2025-01-07 18:00:00+00:00,205.36,SL,False,LOSS,-4.19,-1.07,389.91,1949.56
ETH/USDT,4h,SHORT,12,0,2,2,8,3385.9,3746.33,2953.38,2665.04,10.645,32.8,False,TRENDING,2025-01-07 16:00:00+00:00,2025-01-10 00:00:00+00:00,3254.52,TIMEOUT,False,WIN,8.02,3.88,206.78,1033.89
BTC/USDT,4h,SHORT,12,0,0,4,8,96464.7,102817.8,88840.98,83758.5,6.586,44.1,False,TRENDING,2025-01-07 16:00:00+00:00,2025-01-10 00:00:00+00:00,93708.4,TIMEOUT,False,WIN,6.18,2.86,216.28,1081.41
ADA/USDT,1h,SHORT,13,0,1,4,8,1.0425,1.1525,0.9105,0.8225,10.552,29.7,True,RANGING,2025-01-07 16:00:00+00:00,2025-01-09 18:00:00+00:00,0.9178,TIMEOUT,True,WIN,46.77,12.31,379.9,1899.52
DOGE/USDT,4h,SHORT,11,0,2,1,8,0.354,0.3989,0.3001,0.2642,12.678,41.0,False,TRENDING,2025-01-07 16:00:00+00:00,2025-01-10 00:00:00+00:00,0.32767,TIMEOUT,False,WIN,23.18,7.44,311.69,1558.47
BNB/USDT,1h,LONG,12,0,0,4,8,708.0,699.2,718.56,725.6,1.243,28.5,True,TRENDING,2025-01-07 16:00:00+00:00,2025-01-07 19:00:00+00:00,699.2,SL,False,LOSS,-2.74,-1.24,220.58,1102.91
AVAX/USDT,2h,SHORT,14,0,2,4,8,39.86,45.06,33.62,29.46,13.04,27.5,False,TRENDING,2025-01-07 18:00:00+00:00,2025-01-09 22:00:00+00:00,36.197,TIMEOUT,False,WIN,28.53,9.19,310.47,1552.36
ADA/USDT,2h,SHORT,13,0,3,2,8,1.0093,1.1525,0.8375,0.7229,14.188,34.4,False,TRENDING,2025-01-07 18:00:00+00:00,2025-01-09 22:00:00+00:00,0.9043,TIMEOUT,False,WIN,44.32,10.4,426.07,2130.33
SOL/USDT,2h,SHORT,14,0,2,4,8,204.56,223.2,182.19,167.28,9.112,27.5,False,TRENDING,2025-01-07 18:00:00+00:00,2025-01-09 22:00:00+00:00,185.0,TIMEOUT,True,WIN,30.15,10.25,294.14,1470.72
DOGE/USDT,2h,SHORT,12,0,2,2,8,0.354,0.3985,0.3006,0.2651,12.56,30.9,False,TRENDING,2025-01-07 18:00:00+00:00,2025-01-09 22:00:00+00:00,0.32095,TIMEOUT,False,WIN,25.92,9.34,277.6,1388.01
XRP/USDT,2h,SHORT,12,0,2,2,8,2.2826,2.4692,2.0587,1.9094,8.175,30.9,False,RANGING,2025-01-07 18:00:00+00:00,2025-01-09 22:00:00+00:00,2.2721,TIMEOUT,False,WIN,1.23,0.46,266.52,1332.6
ADA/USDT,30m,LONG,12,0,0,4,8,1.0093,0.9915,1.0307,1.0449,1.766,23.0,False,TRENDING,2025-01-07 19:30:00+00:00,2025-01-07 21:30:00+00:00,0.9915,SL,False,LOSS,-5.2,-1.76,294.96,1474.82
AVAX/USDT,1h,LONG,10,0,0,2,8,39.84,39.18,40.62,41.15,1.648,16.6,False,TRENDING,2025-01-07 20:00:00+00:00,2025-01-07 23:00:00+00:00,39.18,SL,False,LOSS,-6.57,-1.66,396.69,1983.43
BNB/USDT,1h,LONG,10,0,0,2,8,694.9,688.78,702.24,707.13,0.88,20.8,False,TRENDING,2025-01-07 20:00:00+00:00,2025-01-08 03:00:00+00:00,694.9,SL_BE,True,WIN,1.16,0.53,220.03,1100.17
XRP/USDT,4h,SHORT,12,0,2,2,8,2.2707,2.4692,2.0325,1.8737,8.742,36.2,False,TRENDING,2025-01-07 20:00:00+00:00,2025-01-10 04:00:00+00:00,2.3101,TIMEOUT,False,LOSS,-3.23,-1.74,186.22,931.08
BTC/USDT,1h,LONG,10,0,0,2,8,96531.5,95742.05,97478.84,98110.4,0.818,16.6,False,TRENDING,2025-01-07 20:00:00+00:00,2025-01-08 06:00:00+00:00,95742.05,SL,False,LOSS,-2.0,-0.82,245.06,1225.31
AVAX/USDT,4h,SHORT,12,0,2,2,8,39.2,45.06,32.16,27.47,14.958,36.7,False,TRENDING,2025-01-07 20:00:00+00:00,2025-01-10 04:00:00+00:00,37.652,TIMEOUT,False,WIN,8.62,3.95,218.25,1091.23
BNB/USDT,4h,LONG,12,0,2,2,8,697.3,687.04,709.62,717.83,1.472,34.8,False,RANGING,2025-01-07 20:00:00+00:00,2025-01-08 04:00:00+00:00,687.04,SL,False,LOSS,-3.41,-1.47,231.55,1157.75
BNB/USDT,15m,SHORT,17,9,3,2,5,692.6,712.6,668.6,652.6,2.888,25.4,False,TRENDING,2025-01-07 20:30:00+00:00,2025-01-09 21:00:00+00:00,681.2,TIMEOUT,False,WIN,4.33,1.65,263.16,1315.82
XRP/USDT,15m,SHORT,16,10,1,2,5,2.2648,2.35,2.1626,2.0944,3.762,35.8,False,TRENDING,2025-01-07 20:30:00+00:00,2025-01-08 02:15:00+00:00,2.35,SL,False,LOSS,-8.98,-3.76,238.61,1193.07
DOGE/USDT,15m,SHORT,18,9,2,4,5,0.3487,0.37,0.3232,0.3062,6.105,27.2,False,TRENDING,2025-01-07 20:30:00+00:00,2025-01-09 21:00:00+00:00,0.31887,TIMEOUT,True,WIN,19.68,7.93,248.06,1240.32
BNB/USDT,2h,SHORT,19,9,2,2,8,697.3,745.4,639.58,601.1,6.898,26.7,False,TRENDING,2025-01-07 22:00:00+00:00,2025-01-10 02:00:00+00:00,687.8,TIMEOUT,False,WIN,2.95,1.36,216.5,1082.49
SOL/USDT,30m,SHORT,14,9,0,2,5,203.37,214.37,190.17,181.37,5.409,28.1,False,TRENDING,2025-01-07 23:00:00+00:00,2025-01-10 00:00:00+00:00,185.96,TIMEOUT,True,WIN,19.84,7.53,263.66,1318.29
ETH/USDT,30m,SHORT,14,9,0,2,5,3384.5,3646.0,3070.7,2861.5,7.726,28.6,False,TRENDING,2025-01-07 23:00:00+00:00,2025-01-10 00:00:00+00:00,3219.91,TIMEOUT,False,WIN,12.19,4.86,250.58,1252.89
XRP/USDT,30m,SHORT,14,9,0,2,5,2.2857,2.4428,2.0972,1.9715,6.873,39.0,False,TRENDING,2025-01-07 23:00:00+00:00,2025-01-10 00:00:00+00:00,2.2782,TIMEOUT,False,WIN,0.96,0.33,292.99,1464.93
BNB/USDT,30m,SHORT,15,9,1,2,5,696.0,725.5,660.6,637.0,4.239,28.8,False,TRENDING,2025-01-07 23:00:00+00:00,2025-01-10 00:00:00+00:00,686.6,TIMEOUT,False,WIN,3.07,1.35,227.19,1135.97
BTC/USDT,30m,SHORT,14,9,0,2,5,97051.9,100960.0,92362.18,89235.7,4.027,35.4,False,TRENDING,2025-01-07 23:00:00+00:00,2025-01-10 00:00:00+00:00,92576.3,TIMEOUT,True,WIN,11.1,4.72,235.14,1175.69
DOGE/USDT,30m,SHORT,14,9,0,2,5,0.3511,0.3881,0.3066,0.277,10.551,26.4,False,TRENDING,2025-01-07 23:00:00+00:00,2025-01-10 00:00:00+00:00,0.32261,TIMEOUT,False,WIN,33.61,8.11,414.2,2070.98
LINK/USDT,30m,SHORT,14,9,0,2,5,21.38,23.38,18.99,17.4,9.32,33.8,False,TRENDING,2025-01-07 23:30:00+00:00,2025-01-10 00:30:00+00:00,19.725,TIMEOUT,False,WIN,23.43,7.74,302.67,1513.33
ADA/USDT,30m,SHORT,14,9,0,2,5,0.9891,1.14,0.808,0.6873,15.256,28.2,False,TRENDING,2025-01-07 23:30:00+00:00,2025-01-10 00:30:00+00:00,0.9121,TIMEOUT,False,WIN,22.88,7.78,293.92,1469.62
LINK/USDT,1h,SHORT,18,9,2,4,5,21.68,23.67,19.3,17.71,9.173,27.6,False,TRENDING,2025-01-08 00:00:00+00:00,2025-01-10 02:00:00+00:00,19.899,TIMEOUT,True,WIN,28.11,9.6,292.93,1464.63
ETH/USDT,15m,SHORT,17,10,0,1,8,3401.74,3438.0,3358.23,3329.22,1.066,45.2,False,TRENDING,2025-01-08 00:15:00+00:00,2025-01-08 06:30:00+00:00,3329.22,TP2,True,WIN,4.31,1.71,252.53,1262.66
SOL/USDT,15m,SHORT,15,10,0,2,5,202.67,205.7,199.03,196.61,1.495,40.2,False,TRENDING,2025-01-08 00:15:00+00:00,2025-01-08 05:00:00+00:00,196.61,TP2,True,WIN,8.78,2.39,366.89,1834.43
LINK/USDT,15m,SHORT,15,10,0,2,5,21.71,21.89,21.48,21.33,0.868,44.9,False,TRENDING,2025-01-08 00:30:00+00:00,2025-01-08 01:45:00+00:00,21.33,TP2,True,WIN,3.76,1.4,267.77,1338.86
ADA/USDT,15m,SHORT,17,10,0,1,8,1.0232,1.0347,1.0094,1.0002,1.122,45.8,False,TRENDING,2025-01-08 00:30:00+00:00,2025-01-08 01:30:00+00:00,1.0002,TP2,True,WIN,5.27,1.8,293.08,1465.42
AVAX/USDT,15m,SHORT,14,9,1,1,5,39.79,40.34,39.14,38.71,1.365,48.0,False,TRENDING,2025-01-08 00:45:00+00:00,2025-01-08 03:00:00+00:00,38.71,TP2,True,WIN,5.97,2.17,274.79,1373.97
LINK/USDT,2h,SHORT,16,9,2,2,5,21.16,24.79,16.8,13.9,17.161,27.4,False,TRENDING,2025-01-08 02:00:00+00:00,2025-01-10 06:00:00+00:00,20.354,TIMEOUT,False,WIN,13.03,3.81,341.95,1709.77
AVAX/USDT,30m,SHORT,19,10,1,2,8,38.91,40.89,36.54,34.95,5.091,27.7,False,TRENDING,2025-01-08 03:30:00+00:00,2025-01-10 04:30:00+00:00,36.787,TIMEOUT,True,WIN,20.66,5.77,357.81,1789.04
SOL/USDT,4h,LONG,12,0,0,4,8,195.7,191.41,200.85,204.28,2.191,28.9,False,TRENDING,2025-01-08 04:00:00+00:00,2025-01-08 16:00:00+00:00,191.41,SL,False,LOSS,-7.15,-2.19,326.01,1630.06
ETH/USDT,1h,SHORT,14,9,0,2,5,3348.79,3680.25,2951.04,2685.87,9.898,25.0,False,TRENDING,2025-01-08 04:00:00+00:00,2025-01-10 06:00:00+00:00,3278.59,TIMEOUT,False,WIN,5.32,2.1,253.94,1269.68
BNB/USDT,1h,SHORT,14,9,0,2,5,693.8,731.7,648.32,618.0,5.463,35.3,False,TRENDING,2025-01-08 04:00:00+00:00,2025-01-10 06:00:00+00:00,693.4,TIMEOUT,False,WIN,0.13,0.06,220.27,1101.33
BNB/USDT,4h,SHORT,13,0,3,2,8,693.8,745.4,631.88,590.6,7.437,36.2,False,RANGING,2025-01-08 04:00:00+00:00,2025-01-10 12:00:00+00:00,693.1,TIMEOUT,False,WIN,0.23,0.1,230.87,1154.34
AVAX/USDT,1h,LONG,14,0,2,4,8,38.49,37.84,39.27,39.79,1.691,23.1,False,TRENDING,2025-01-08 04:00:00+00:00,2025-01-08 06:00:00+00:00,37.84,SL,False,LOSS,-6.68,-1.69,395.37,1976.86
DOGE/USDT,1h,LONG,14,0,2,4,8,0.3498,0.3428,0.3584,0.364,2.026,36.6,False,TRENDING,2025-01-08 04:00:00+00:00,2025-01-08 06:00:00+00:00,0.3428,SL,False,LOSS,-7.03,-2.0,351.13,1755.67
SOL/USDT,1h,LONG,15,0,3,4,8,197.04,194.73,199.82,201.67,1.174,18.3,False,TRENDING,2025-01-08 04:00:00+00:00,2025-01-08 06:00:00+00:00,194.73,SL,False,LOSS,-4.56,-1.17,389.07,1945.37
BTC/USDT,15m,SHORT,19,11,3,2,5,96517.8,97260.0,95627.16,95033.4,0.769,38.2,False,TRENDING,2025-01-08 04:15:00+00:00,2025-01-08 11:30:00+00:00,95033.4,TP2,True,WIN,3.18,1.23,258.35,1291.73
XRP/USDT,15m,SHORT,13,0,2,6,5,2.3068,2.3673,2.2342,2.1858,2.623,50.1,False,RANGING,2025-01-08 04:30:00+00:00,2025-01-08 12:00:00+00:00,2.3673,SL,False,LOSS,-6.21,-2.62,236.82,1184.09
LINK/USDT,15m,SHORT,22,10,2,4,8,20.96,21.72,20.04,19.42,3.66,35.4,False,TRENDING,2025-01-08 04:30:00+00:00,2025-01-09 13:45:00+00:00,19.42,TP2,True,WIN,15.76,5.87,268.52,1342.62
ADA/USDT,15m,SHORT,21,10,3,2,8,0.989,1.0241,0.9469,0.9188,3.549,42.6,False,TRENDING,2025-01-08 04:30:00+00:00,2025-01-08 17:15:00+00:00,0.9188,TP2,True,WIN,16.7,5.68,294.14,1470.69
AVAX/USDT,15m,SHORT,18,10,3,2,5,38.49,39.92,36.77,35.63,3.713,29.1,False,TRENDING,2025-01-08 04:45:00+00:00,2025-01-09 14:00:00+00:00,35.63,TP2,True,WIN,16.42,5.95,275.99,1379.94
SOL/USDT,1h,LONG,15,0,3,4,8,197.32,193.02,202.48,205.92,2.179,23.7,True,TRENDING,2025-01-08 08:00:00+00:00,2025-01-08 17:00:00+00:00,193.02,SL,False,LOSS,-8.46,-2.18,388.16,1940.81
DOGE/USDT,1h,LONG,14,0,2,4,8,0.3498,0.3391,0.3627,0.3712,3.062,32.5,True,TRENDING,2025-01-08 08:00:00+00:00,2025-01-08 16:00:00+00:00,0.3391,SL,False,LOSS,-10.7,-3.06,349.73,1748.64
BTC/USDT,1h,LONG,14,0,2,4,8,95940.5,95213.34,96813.09,97394.82,0.758,27.8,True,TRENDING,2025-01-08 08:00:00+00:00,2025-01-08 11:00:00+00:00,95213.34,SL,False,LOSS,-1.85,-0.76,244.66,1223.31
AVAX/USDT,1h,SHORT,17,9,0,2,8,38.83,43.63,33.06,29.21,12.381,29.6,True,TRENDING,2025-01-08 08:00:00+00:00,2025-01-10 10:00:00+00:00,37.742,TIMEOUT,False,WIN,11.04,2.8,394.04,1970.18
ETH/USDT,15m,SHORT,18,8,2,2,8,3363.91,3388.0,3335.0,3315.73,0.716,50.8,True,TRENDING,2025-01-08 08:15:00+00:00,2025-01-08 13:00:00+00:00,3363.91,SL_BE,True,WIN,1.09,0.43,253.39,1266.97
